_id,mpName,house,state,constituency,workCategory,workId,ida,workDescription,recommendationDate,recommendedAmount,lsTerm,hasPayments,totalPaid,paymentCount,status,date,parent_mp_id,mp_id,completedDate,hasImage,averageRating,finalAmount,createdAt
6a90da4f60cc5ec1e4c6fb63,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,285801,MON(Deputy Commissioner Mon_IDA),"The completed water tank will enhance water availability and storage capacity for around 500 households in Shantham Ward, supporting improved sanitation, hygiene, and community welfare.. Construction of tank structure using suitable materials to ensure strength, durability, and water-tightness. Installation of inlet, outlet, overflow, and distribution arrangements. Plastering, waterproofing, and finishing works to maintain water quality and reduce leakage. Necessary pipeline connections.",2026-06-16T00:00:00.000Z,312000.0,,True,187200.0,1.0,recommended,2026-06-16T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f896,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,281649,WOKHA(Deputy Commissioner Wokha_IDA),"Construction of Fishery Project at Longjung Village, Bhandari, Wokha The proposed fishery project aims to develop a sustainable and eco-friendly fish farming system in hilly areas by utilizing available natural water resources and suitable land conditions. The project will support livelihood generation, improve local fish production, and promote rural economic development. Site Development, Land clearing, levelling, and slope stabilization. Construction of access pathways and drainage systems.",2026-05-18T00:00:00.000Z,4680000.0,,True,4680000.0,2.0,recommended,2026-05-18T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f894,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,281628,WOKHA(Deputy Commissioner Wokha_IDA),"Construction of Fishery Project at Longjung Village, Bhandari, Wokha The proposed fishery project aims to develop a sustainable and eco-friendly fish farming system in hilly areas by utilizing available natural water resources and suitable land conditions. The project will support livelihood generation, improve local fish production, and promote rural economic development. Site Development, Land clearing, levelling, and slope stabilization. Construction of access pathways and drainage systems.",2026-05-18T00:00:00.000Z,4264000.0,,True,4264000.0,2.0,recommended,2026-05-18T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f895,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,281641,WOKHA(Deputy Commissioner Wokha_IDA),"Construction of Fishery Project at Liphi,Khumsu Village, Bhandari, Wokha The proposed fishery project aims to develop a sustainable and eco-friendly fish farming system in hilly areas by utilizing available natural water resources and suitable land conditions. The project will support livelihood generation, improve local fish production, and promote rural economic development. Site Development, Land clearing, levelling, and slope stabilization. Construction of access pathways and drainage system",2026-05-18T00:00:00.000Z,4680000.0,,True,4680000.0,2.0,recommended,2026-05-18T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f84f,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,280806,MON(Deputy Commissioner Mon_IDA),"Plantation of tree and fruits tree offer a wild range advantages that go far beyond just getting fruits. they combine general benefits of tree plantation with specific food producing and economic perks, some of the benefits are, carbon Claustration and climate action, Air and water purification, soil conservation, biodiversity support, free or low cost food, low maintenance, specific advantage in region like in Nagaland, India high rainfall and suitable climate for many tropical fruits tree.",2026-05-15T00:00:00.000Z,3000000.0,,True,3000000.0,2.0,recommended,2026-05-15T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f84e,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,280805,MON(Deputy Commissioner Mon_IDA),"Construction of Footpaths in Hill and Rural Areas  The construction of footpaths in hill and rural areas is very important for improving daily life, safety, and connectivity of villages. In many hilly regions, roads are limited and people mostly travel on foot to reach schools, farms, markets, water sources, and health centres. Proper footpaths help villagers move safely and easily, especially during rainy seasons when the terrain becomes slippery and dangerous.",2026-05-15T00:00:00.000Z,2600000.0,,True,2600000.0,2.0,recommended,2026-05-15T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da4f60cc5ec1e4c6f84d,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,280801,MON(Deputy Commissioner Mon_IDA),"Construction of waiting or bus sheds will provide Significant practical benefits in rural hilly village especially in region like Nagaland India where roads are winding, public transport is infrequent, weather is unpredictable and villages are often remote benefits protection from harsh weather, shelter from rain, wind extreme heat. this waiting shed will be as multipurpose use and low cost community asset.",2026-05-15T00:00:00.000Z,3500000.0,,True,3500000.0,2.0,recommended,2026-05-15T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,,,,,,
6a90da2960cc5ec1e4c66d7c,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,248293,MON(Deputy Commissioner Mon_IDA),Tree and crops plantation on a degraded mining land.,,,,,,,completed,2026-03-26T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-26T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.150Z
6a90da2960cc5ec1e4c66af6,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227148,KOHIMA(DEPUTY COMMISIONER_7),The construction of toilet facility at Ruzhukhrie government school would provide clean and accessible toilet facilities ensuring comfort and hygiene for the students.,,,,,,,completed,2026-03-13T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-13T00:00:00.000Z,False,,1000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66af5,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,249134,MON(Deputy Commissioner Mon_IDA),"The construction of this CRSM drain will greatly benefit the locality as it serves as the primary outlet for stormwater and wastewater from the main bazaar, improving drainage and reducing flooding risks.",,,,,,,completed,2026-03-13T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-13T00:00:00.000Z,True,,1040000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66661,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,225203,MON(Deputy Commissioner Mon_IDA),"Wangkhao College, the only government college in the district catering to approximately six hundred students has acute shortage of water supply in the campus. Hence, the construction of bore well and installation of a filtration system will help facilitate the supply of proper drinking water to the faculty and students",,,,,,,completed,2026-03-11T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-11T00:00:00.000Z,False,,2000000.0,2026-08-28T00:45:11.142Z
6a90da2960cc5ec1e4c668fd,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,239079,MON(Deputy Commissioner Mon_IDA),"Construction of proper footpath,  at Tanlao ward, Mon Town will benefit over 300 house hold living in the area and its adjacent Douglas colony for better accessibility and connection to the rest of the town.",,,,,,,completed,2026-03-11T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-11T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c66872,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227942,MON(Deputy Commissioner Mon_IDA),Solar power grid at Lower Tiru and Upper Tiru will ensure continuous supply of power to this two villages. it will also help the villagers to continue with their economic activity during night time and access to clean energy,,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.144Z
6a90da2960cc5ec1e4c66833,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227312,MON(Deputy Commissioner Mon_IDA),installation of Solar power grid at Oting Village will ensure continuous supply of power to the villages. This will also help the villagers to continue with their economic activity during night time and access to clean energy.,,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.144Z
6a90da2960cc5ec1e4c66afb,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,249157,MON(Deputy Commissioner Mon_IDA),Expansion of existing volleyball court into a full football ground in which the community can use for any kind of event such as sports and cultural programme.,,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,400000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66e3c,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,266721,MON(Deputy Commissioner Mon_IDA),"Construction of footpath over drainage at sonari road NH below DC hill will be convenient for all the public as being a busiest traffic road the footpath will also served as safety for the people on foot. Modern footpaths benefit vulnerable groups like the elderly, children, people with disabilities using ramps, smooth surfaces, adequate width. This supports equitable. Drainage systems rarely provide such direct social inclusion",,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.150Z
6a90da2960cc5ec1e4c66afc,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,249159,MON(Deputy Commissioner Mon_IDA),"Construction of a Footsteps pathway measuring approximately 220 to 250 meters in length. The proposed pathway will connect the Circular Road near SIB office, located adjacent to the Assam Rifle Camp, to the Old Government Quarters of the Agriculture Department. The work includes. Site clearing and levelling, Construction of concrete footsteps steps along the identified gradient. Installation of side drainage necessary. Providing proper finishing for safe pedestrian movement.",,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,600000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66871,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227941,MON(Deputy Commissioner Mon_IDA),Solar power grid at Lower Tiru and Upper Tiru will ensure continuous supply of power to this two villages. it will also help the villagers to continue with their economic activity during night time and access to clean energy,,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.144Z
6a90da2960cc5ec1e4c66aff,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,251286,MON(Deputy Commissioner Mon_IDA),"Construction of a Footsteps pathway, staircase measuring approximately 220, 250 meters in length. The proposed pathway will connect the Circular Road This pathway will significantly improve accessibility for residents and government employees, and drastically reduced the inconvenient faced by the elderly, School-going Children, and differently-abled individuals who find it challenging to navigate the uneven and unsafe terrain especially during monsoon within Tompang Ward, Mon Town.",,,,,,,completed,2026-03-10T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-10T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66af9,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,246829,MON(Deputy Commissioner Mon_IDA),"Shangnyu Village is approximately 18 kilometers from district headquarter Mon, Nagaland and it has a population of around 1850. As describe and witness the village are lack of development which include sports infrastructure, therefore as demanded by the village head and youth leaders, the village will be provided with the construction of Concrete Pavilion at the village local ground which will be very helpful for the community in sports and for various gathering.",,,,,,,completed,2026-03-06T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-06T00:00:00.000Z,False,,1500000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66afa,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,249141,MON(Deputy Commissioner Mon_IDA),"Construction of work sheds for the public under Tanlao ward, Mon Town is much need of the hour for the benefits to lots of carpenters, it can be utilized as a work place as well as for the safe storage and more over for the unemployed youth as an institution to learn carpentry on the local level",,,,,,,completed,2026-03-06T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-06T00:00:00.000Z,False,,300000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66af8,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,229712,Noklak(Deputy Commissioner Noklak_IDA),"Heritage Home Stay is the only Govt. registration Home stay in Noklak District. it has been drowning its service since 2021. it is in need of major repairing of the roof, ceiling and electrification to provide better service to the people.",,,,,,,completed,2026-03-05T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-05T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c668de,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,239054,MON(Deputy Commissioner Mon_IDA),Organising Sansad Khel Mahotsav under PM Modi in the 17 district of Nagaland at Village level to district level. which will uplift the sport talent across the State to participate in the national and International level as well.,,,,,,,completed,2026-03-02T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-02T00:00:00.000Z,True,,5304000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c668e7,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,230254,MON(Deputy Commissioner Mon_IDA),"Providing the sports equipments to Mon District Athletics Association will help the young athletes in various field of sports, as the association has 9 trained Technical Official with no support, if the proper equipments are being provided the organisation can guide and mould the youths of Mon District.",,,,,,,completed,2026-03-02T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-02T00:00:00.000Z,True,,500000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c66e95,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,251266,TUENSANG(Deputy Commissioner Tuensang_IDA),"Approach road to nangke yatong park, and connection of link road by fresh cutting of earth. This  project will help for the development of public park which will be a recreational place for any visitor to the village. It will get hold for all  overview of Neighbouring village.",,,,,,,completed,2026-03-02T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-02T00:00:00.000Z,False,,1500000.0,2026-08-28T00:45:11.151Z
6a90da2960cc5ec1e4c66afe,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,251284,MON(Deputy Commissioner Mon_IDA),"Construction of Medium scale stormwater, wastewater drainage system with open RCC drains will benefits. prevents water accumulation that leads to water logging and soil erosion. prevent contamination of drinking water sources by keeping sewage and waste water separate from clean water, prevents soil erosion.",,,,,,,completed,2026-03-01T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-01T00:00:00.000Z,True,,3500000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66b2c,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,239108,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),"The Construction of boundary wall of existing community building at Luyong, Molungyimsen which will served as a protection to the public property and as a boundary to avoid land encroachment.",,,,,,,completed,2026-03-01T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-03-01T00:00:00.000Z,True,,3000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66b00,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,251322,MON(Deputy Commissioner Mon_IDA),"Bellow DC hill located at Chingai ward, can be connected Jahjoh Ward to NH road Chingai ward with the construction of Staircase and footpath, which include of earth excavation. it will benefits women, children, senior citizens and school going students to take as shortcut path.",,,,,,,completed,2026-02-28T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-28T00:00:00.000Z,True,,1619000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c66afd,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,249163,MON(Deputy Commissioner Mon_IDA),"Shantham ward located in Mon Town, Mon District with the population of around 1800, the construction of Drainage cum Footsteps 300 meter length in order to control float from rain water and wastewater as well as for the convenient shortcut footsteps  from ADC road to Govt. Higher Secondary School, Mon Town -C, which will be much help and convenient for the students",,,,,,,completed,2026-02-27T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-27T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c6668e,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,225208,MON(Deputy Commissioner Mon_IDA),"The connecting road of the lower lane caters to hundreds of households and is the only road link has not been repaired for more than a decade. The construction of this road at Daily market will help the people, especially students of the locality in their daily commute",,,,,,,completed,2026-02-27T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-27T00:00:00.000Z,True,,10000000.0,2026-08-28T00:45:11.143Z
6a90da2960cc5ec1e4c668e0,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227934,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),"The music school at Dimapur need to be upgraded by providing musical instruments, as the enrolment is growing. This will help nurture young talents in and around Dimapur and music lovers from across the state.",,,,,,,completed,2026-02-25T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-25T00:00:00.000Z,True,,500000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c66aa4,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,230257,TUENSANG(Deputy Commissioner Tuensang_IDA),"Water Reservoir tank is very important for the colony where there are more than 100 house hold. Therefore, construction of water tank size of 50x50 reservoir in the ward is a need of the hour, where the peoples depend on it.",,,,,,,completed,2026-02-20T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-20T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.147Z
6a90da2960cc5ec1e4c6688e,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,231940,Tseminyu(Deputy Commissioner Tseminyu_IDA),"Construction of Marketing Shed at Nsunyu Village is a very need of the hours for the people of Tseminyu district , as being a fast growing semi-urban Town, requires essential infrastructure to support sustainable livelihood and ensure the welfare of its resident and travellers. this initiative will not only uplift the scio-economic of the people but also set a model for rural development in the region.",,,,,,,completed,2026-02-20T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-20T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c668fc,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,227311,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),"Providing Musical instrument to the community would be much help for the youth of Luyong villager of Tuli so that their involvement in the field of Art, culture and music at the same time can improved and polish the talented youth.",,,,,,,completed,2026-02-08T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-02-08T00:00:00.000Z,True,,300000.0,2026-08-28T00:45:11.145Z
6a90da2960cc5ec1e4c6571a,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,133822,MON(Deputy Commissioner Mon_IDA),Construction of Drainage below Vinngoi,,,,,,,completed,2026-01-30T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-01-30T00:00:00.000Z,True,,1000000.0,2026-08-28T00:45:11.127Z
6a90da2960cc5ec1e4c6568b,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,133826,MON(Deputy Commissioner Mon_IDA),Construction of Approach Road,,,,,,,completed,2026-01-30T00:00:00.000Z,6a90d9e260cc5ec1e4c309f3,6a90d9e460cc5ec1e4c30ee1,2026-01-30T00:00:00.000Z,True,,1200000.0,2026-08-28T00:45:11.126Z
